,holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume,hour,month,weekend,MIST,THUNDERSTORM,SNOW,RAIN,SQUALL,HAZE,FOG,DRIZZLE,CLEAR,CLOUDS,SMOKE,predictions
39395,0,0.40326934613077403,0.0,0.0,75,861,1.0,11,1,0,0,0,0,0,0,0,0,0,1,0,1032.7459933542389
39396,0,0.395920815836833,0.0,0.0,1,469,0.0,11,2,0,0,0,0,0,0,0,0,1,0,0,606.9277606412938
39397,0,0.3873725254949021,0.0,0.0,1,330,0.0434782608695652,11,2,0,0,0,0,0,0,0,0,1,0,0,423.49437798027964
39398,0,0.37672465506898606,0.0,0.0,1,186,0.0869565217391304,11,2,0,0,0,0,0,0,0,0,1,0,0,268.7442313450113
39399,0,0.369226154769046,0.0,0.0,1,333,0.130434782608696,11,2,0,0,0,0,0,0,0,0,1,0,0,333.3923656381131
39400,0,0.36037792441511696,0.0,0.0,1,809,0.17391304347826098,11,2,0,0,0,0,0,0,0,0,1,0,0,779.3111350301496
39401,0,0.356328734253149,0.0,0.0,1,2853,0.21739130434782603,11,2,0,0,0,0,0,0,0,0,1,0,0,2513.61595767302
39402,0,0.354229154169166,0.0,0.0,1,5836,0.260869565217391,11,2,0,0,0,0,0,0,0,0,1,0,0,5202.9702474379865
39403,0,0.357378524295142,0.0,0.0,1,6268,0.304347826086957,11,2,0,0,0,0,0,0,0,0,1,0,0,5548.6141825291825
39404,0,0.364277144571086,0.0,0.0,75,5990,0.34782608695652195,11,2,0,0,0,0,0,0,0,0,0,1,0,4874.599292543501
39405,0,0.385272945410918,0.0,0.0,75,4992,0.39130434782608703,11,2,0,0,0,0,0,0,0,0,0,1,0,4380.767025383781
39406,0,0.39832033593281296,0.0,0.0,1,4298,0.43478260869565205,11,2,0,0,0,0,0,0,0,0,1,0,0,4193.710005684931
39407,0,0.411967606478705,0.0,0.0,75,4488,0.4782608695652171,11,2,0,0,0,0,0,0,0,0,0,1,0,4307.708869984266
39408,0,0.42726454709058204,0.0,0.0,75,4677,0.5217391304347829,11,2,0,0,0,0,0,0,0,0,0,1,0,4379.465810349956
39409,0,0.439262147570486,0.0,0.0,75,4746,0.565217391304348,11,2,0,0,0,0,0,0,0,0,0,1,0,4732.62353762707
39410,0,0.44331133773245396,0.0,0.0,75,4987,0.608695652173913,11,2,0,0,0,0,0,0,0,0,0,1,0,5130.556718974675
39411,0,0.44736052789442204,0.0,0.0,90,5657,0.652173913043478,11,2,0,0,0,0,0,0,0,0,0,1,0,5500.660551651405
39412,0,0.44736052789442204,0.0,0.0,90,6647,0.695652173913043,11,2,0,0,0,0,0,0,0,0,0,1,0,5883.416147197004
39413,0,0.441361727654469,0.0,0.0,90,6175,0.7391304347826091,11,2,0,0,0,0,0,0,0,0,0,1,0,5172.00778950463
39414,0,0.433263347330534,0.0,0.0,90,4152,0.7826086956521741,11,2,0,0,0,0,0,0,0,0,0,1,0,3751.3405566575766
39415,0,0.428014397120576,0.0,0.0,90,2919,0.826086956521739,11,2,0,0,0,0,0,0,0,0,0,1,0,2727.1622362670473
39416,0,0.41736652669466207,0.0,0.0,75,2263,0.8695652173913041,11,2,0,0,0,0,0,0,0,0,0,1,0,2387.0510905857036
39417,0,0.40671865626874604,0.0,0.0,5,2009,0.91304347826087,11,2,0,0,0,0,0,0,0,0,1,0,0,1999.5383451792552
39418,0,0.410917816436713,0.0,0.0,90,1451,0.956521739130435,11,2,0,0,0,0,0,0,0,0,0,1,0,1484.041180944438
39419,0,0.40776844631073794,0.0,0.0,90,961,1.0,11,2,0,0,0,0,0,0,0,0,0,1,0,1039.1029958236759
39420,0,0.40971805638872205,0.0,0.0,90,560,0.0,11,3,0,0,0,0,0,0,0,0,0,1,0,739.82956822105
39421,0,0.41751649670066,0.0,0.0,90,339,0.0434782608695652,11,3,0,0,0,0,0,0,0,0,0,1,0,578.694437104895
39422,0,0.41511697660467894,0.0,0.0,90,244,0.0869565217391304,11,3,0,0,0,0,0,0,0,0,0,1,0,391.45238227472385
39423,0,0.4184163167366529,0.0,0.0,90,377,0.130434782608696,11,3,0,0,0,0,0,0,0,0,0,1,0,466.3864081083817
39424,0,0.420665866826635,0.0,0.0,90,899,0.17391304347826098,11,3,0,0,0,0,0,0,0,0,0,1,0,778.7011788488519
39425,0,0.420515896820636,0.0,0.0,90,3031,0.21739130434782603,11,3,0,0,0,0,0,0,0,0,0,1,0,2340.6136461577125
39426,0,0.414367126574685,0.0,0.0,90,6100,0.260869565217391,11,3,0,0,0,0,0,0,0,0,0,1,0,4957.7138331606575
39427,0,0.416316736652669,0.0,0.0,75,6538,0.304347826086957,11,3,0,1,0,0,0,0,0,0,0,0,0,5638.8677986862285
39428,0,0.40671865626874604,0.0,0.0,75,6091,0.34782608695652195,11,3,0,0,0,0,0,0,0,0,0,1,0,5414.12970961119
39429,0,0.404319136172766,0.0,0.0,90,5319,0.39130434782608703,11,3,0,0,0,0,0,0,0,0,0,1,0,4893.033337969869
39430,0,0.40866826634673104,0.0,0.0,90,4518,0.43478260869565205,11,3,0,0,0,0,0,0,0,0,0,1,0,4456.15351490929
39431,0,0.420515896820636,0.0,0.0,5,4701,0.4782608695652171,11,3,0,0,0,0,0,0,0,0,1,0,0,4472.666270053888
39432,0,0.436562687462508,0.0,0.0,5,4866,0.5217391304347829,11,3,0,0,0,0,0,0,0,0,1,0,0,4577.359656292058
39433,0,0.45125974805039004,0.0,0.0,5,5101,0.565217391304348,11,3,0,0,0,0,0,0,0,0,1,0,0,4828.246914167673
39434,0,0.464307138572286,0.0,0.0,5,5273,0.608695652173913,11,3,0,0,0,0,0,0,0,0,1,0,0,5227.519363336995
39435,0,0.467756448710258,0.0,0.0,5,5747,0.652173913043478,11,3,0,0,0,0,0,0,0,0,1,0,0,5651.172388002199
39436,0,0.464607078584283,0.0,0.0,1,6705,0.695652173913043,11,3,0,0,0,0,0,0,0,0,1,0,0,6068.325304755
39437,0,0.45245950809838104,0.0,0.0,1,6198,0.7391304347826091,11,3,0,0,0,0,0,0,0,0,1,0,0,5593.973791567321
39438,0,0.433413317336533,0.0,0.0,1,4421,0.7826086956521741,11,3,0,0,0,0,0,0,0,0,1,0,0,4044.378024730629
39439,0,0.42171565686862605,0.0,0.0,5,3073,0.826086956521739,11,3,0,0,0,0,0,0,0,0,1,0,0,3009.8071473692767
39440,0,0.414367126574685,0.0,0.0,1,2581,0.8695652173913041,11,3,0,0,0,0,0,0,0,0,1,0,0,2574.396585093787
39441,0,0.412267546490702,0.0,0.0,1,2265,0.91304347826087,11,3,0,0,0,0,0,0,0,0,1,0,0,2091.871686649122
39442,0,0.409268146370726,0.0,0.0,75,1631,0.956521739130435,11,3,0,0,0,0,0,0,0,0,0,1,0,1558.802874054209
39443,0,0.413917216556689,0.0,0.0,75,1073,1.0,11,3,0,0,0,0,0,0,0,0,0,1,0,1114.7289591202373
39444,0,0.4184163167366529,0.0,0.0,90,548,0.0,11,4,0,0,0,0,0,0,0,0,0,1,0,702.9746504785141
39445,0,0.42171565686862605,0.0,0.0,1,329,0.0434782608695652,11,4,0,0,0,0,0,0,0,0,1,0,0,467.2076350283053
39446,0,0.415266946610678,0.0,0.0,1,373,0.130434782608696,11,4,0,0,0,0,0,0,0,0,1,0,0,440.6980920131322
39447,0,0.40986802639472203,0.0,0.0,75,898,0.17391304347826098,11,4,0,0,0,0,0,0,0,0,0,1,0,823.7211499425766
39448,0,0.404319136172766,0.0,0.0,1,2985,0.21739130434782603,11,4,0,0,0,0,0,0,0,0,1,0,0,2804.6861916666408
39449,0,0.402219556088782,0.0,0.0,1,6126,0.260869565217391,11,4,0,0,0,0,0,0,0,0,1,0,0,5559.45667248076
39450,0,0.40236952609478205,0.0,0.0,40,6513,0.304347826086957,11,4,0,0,0,0,0,0,0,0,0,1,0,5918.7178454759805
39451,0,0.40131973605278903,0.0,0.0,1,5926,0.34782608695652195,11,4,0,0,0,0,0,0,0,0,1,0,0,5370.241225373436
39452,0,0.419166166766646,0.0,0.0,1,5670,0.39130434782608703,11,4,0,0,0,0,0,0,0,0,1,0,0,4816.844913848275
39453,0,0.43776244751049803,0.0,0.0,90,4195,0.43478260869565205,11,4,0,0,0,0,0,0,0,0,0,1,0,4647.806377261564
39454,0,0.449160167966407,0.0,0.0,20,4553,0.4782608695652171,11,4,0,0,0,0,0,0,0,0,0,1,0,4688.782484093758
39455,0,0.46235752849430206,0.0,0.0,1,4585,0.5217391304347829,11,4,0,0,0,0,0,0,0,0,1,0,0,4689.137733366165
39456,0,0.484853029394122,0.0,0.0,1,4833,0.565217391304348,11,4,0,0,0,0,0,0,0,0,1,0,0,5012.303765456701
39457,0,0.5041991601679661,0.0,0.0,40,5049,0.608695652173913,11,4,0,0,0,0,0,0,0,0,0,1,0,5399.449376071249
39458,0,0.512297540491902,0.0,0.0,1,5651,0.652173913043478,11,4,0,0,0,0,0,0,0,0,1,0,0,5747.524300675838
39459,0,0.512297540491902,0.0,0.0,1,6832,0.695652173913043,11,4,0,0,0,0,0,0,0,0,1,0,0,6095.446518969679
39460,0,0.502399520095981,0.0,0.0,1,6090,0.7391304347826091,11,4,0,0,0,0,0,0,0,0,1,0,0,5907.114115431545
39461,0,0.48125374925015,0.0,0.0,1,4650,0.7826086956521741,11,4,0,0,0,0,0,0,0,0,1,0,0,4221.776187413289
39462,0,0.46940611877624494,0.0,0.0,40,3292,0.826086956521739,11,4,0,0,0,0,0,0,0,0,0,1,0,3118.5761022615948
39463,0,0.464457108578285,0.0,0.0,90,2885,0.8695652173913041,11,4,0,0,0,0,0,0,0,0,0,1,0,2582.899566582821
39464,0,0.46820635872825506,0.0,0.0,90,2445,0.91304347826087,11,4,0,0,0,0,0,0,0,0,0,1,0,2129.7369308362536
39465,0,0.463257348530294,0.0,0.0,75,1728,0.956521739130435,11,4,0,0,0,0,0,0,0,0,0,1,0,1679.6990757387364
39466,0,0.44421115776844605,0.0,0.0,90,1094,1.0,11,4,0,0,1,0,0,0,0,0,0,0,0,1138.9707810896737
39467,0,0.43536292741451704,0.0,0.0,90,614,0.0,11,5,0,0,1,0,0,0,0,0,0,0,0,632.2907060203481
39468,0,0.422315536892622,0.0,0.0,90,348,0.0434782608695652,11,5,0,0,1,0,0,0,0,0,0,0,0,550.9023818934403
39469,0,0.404319136172766,0.0,0.0,90,361,0.130434782608696,11,5,0,0,0,0,0,0,0,0,0,1,0,576.2787489819101
39470,0,0.391721655668866,0.0,0.0,40,877,0.17391304347826098,11,5,0,0,0,0,0,0,0,0,0,1,0,786.6940947113335
39471,0,0.365926814637073,0.0,0.0,75,2966,0.21739130434782603,11,5,0,0,1,0,0,0,0,0,0,0,0,2777.1144742186893
39472,0,0.357378524295142,0.0,0.0,75,5970,0.260869565217391,11,5,0,0,1,0,0,0,0,0,0,0,0,5477.929962485318
39473,0,0.33923215356928604,0.0,0.0,90,6530,0.304347826086957,11,5,0,0,1,0,0,0,0,0,0,0,0,5502.1172183510225
39474,0,0.337282543491302,0.0,0.0,75,5542,0.34782608695652195,11,5,0,0,1,0,0,0,0,0,0,0,0,4784.912318391142
39475,0,0.332333533293342,0.0,0.0,40,5710,0.39130434782608703,11,5,0,0,1,0,0,0,0,0,0,0,0,4482.528008673596
39476,0,0.338032393521296,0.0,0.0,40,4726,0.43478260869565205,11,5,0,0,1,0,0,0,0,0,0,0,0,4400.4970430307885
39477,0,0.34778044391121804,0.0,0.0,1,5025,0.4782608695652171,11,5,0,0,0,0,0,0,0,0,1,0,0,4630.93762018293
39478,0,0.353179364127175,0.0,0.0,40,5151,0.5217391304347829,11,5,0,0,0,0,0,0,0,0,0,1,0,4853.277102611203
39479,0,0.356328734253149,0.0,0.0,1,5340,0.565217391304348,11,5,0,0,0,0,0,0,0,0,1,0,0,5064.504461266287
39480,0,0.358428314337133,0.0,0.0,5,5261,0.608695652173913,11,5,0,0,0,0,0,0,0,0,1,0,0,5355.920112311289
39481,0,0.3552789442111579,0.0,0.0,5,5794,0.652173913043478,11,5,0,0,0,0,0,0,0,0,1,0,0,5624.674018549249
39482,0,0.34778044391121804,0.0,0.0,5,6654,0.695652173913043,11,5,0,0,0,0,0,0,0,0,1,0,0,5901.914492213612
39483,0,0.333833233353329,0.0,0.0,5,6210,0.7391304347826091,11,5,0,0,0,0,0,0,0,0,1,0,0,5543.643726621615
39484,0,0.319286142771446,0.0,0.0,1,4758,0.7826086956521741,11,5,0,0,0,0,0,0,0,0,1,0,0,4236.606923483011
39485,0,0.308338332333533,0.0,0.0,5,3466,0.826086956521739,11,5,0,0,0,0,0,0,0,0,1,0,0,3159.0371226869725
39486,0,0.298590281943612,0.0,0.0,5,3112,0.8695652173913041,11,5,0,0,0,0,0,0,0,0,1,0,0,2762.7950781175336
39487,0,0.292291541691662,0.0,0.0,1,2703,0.91304347826087,11,5,0,0,0,0,0,0,0,0,1,0,0,2385.5440332681587
39488,0,0.284343131373726,0.0,0.0,1,2838,0.956521739130435,11,5,0,0,0,0,0,0,0,0,1,0,0,1953.1293133618688
39489,0,0.27834433113377305,0.0,0.0,1,1471,1.0,11,5,0,0,0,0,0,0,0,0,1,0,0,1501.9494451486398
39490,0,0.274295140971806,0.0,0.0,1,812,0.0,11,6,0,0,0,0,0,0,0,0,1,0,0,696.5298156942714
39491,0,0.27129574085183,0.0,0.0,1,418,0.0434782608695652,11,6,0,0,0,0,0,0,0,0,1,0,0,592.674688878809
39492,0,0.269496100779844,0.0,0.0,1,311,0.0869565217391304,11,6,0,0,0,0,0,0,0,0,1,0,0,477.45430244243187
39493,0,0.26529694061187803,0.0,0.0,1,419,0.130434782608696,11,6,0,0,0,0,0,0,0,0,1,0,0,421.04575282044175
39494,0,0.266346730653869,0.0,0.0,1,776,0.17391304347826098,11,6,0,0,0,0,0,0,0,0,1,0,0,822.2170344963621
39495,0,0.263347330533893,0.0,0.0,1,2725,0.21739130434782603,11,6,0,0,0,0,0,0,0,0,1,0,0,2743.216168023068
39496,0,0.271745650869826,0.0,0.0,1,5554,0.260869565217391,11,6,0,0,0,0,0,0,0,0,1,0,0,5641.954124675425
39497,0,0.28254349130174,0.0,0.0,1,6494,0.304347826086957,11,6,0,0,0,0,0,0,0,0,1,0,0,5463.665021654451
39498,0,0.283293341331733,0.0,0.0,1,5593,0.34782608695652195,11,6,0,0,0,0,0,0,0,0,1,0,0,4995.566407112299
39499,0,0.293341331733653,0.0,0.0,75,5039,0.39130434782608703,11,6,0,0,0,0,0,0,0,0,0,1,0,4501.710740746347
39500,0,0.313287342531493,0.0,0.0,75,4584,0.43478260869565205,11,6,0,0,0,0,0,0,0,0,0,1,0,4635.353527722332
39501,0,0.327384523095382,0.0,0.0,40,4964,0.4782608695652171,11,6,0,0,0,0,0,1,0,0,0,0,0,4961.4008451094505
39502,0,0.33623275344931,0.0,0.0,1,5106,0.5217391304347829,11,6,0,0,0,0,0,0,0,0,1,0,0,5064.533887111743
39503,0,0.34553089382123603,0.0,0.0,1,5445,0.565217391304348,11,6,0,0,0,0,0,0,0,0,1,0,0,5291.456812725683
39504,0,0.351979604079185,0.0,0.0,90,5311,0.608695652173913,11,6,0,0,0,0,0,0,0,0,0,1,0,5464.177201719898
39505,0,0.36052789442111605,0.0,0.0,40,5667,0.652173913043478,11,6,0,0,0,0,0,0,0,0,0,1,0,5803.058909061051
39506,0,0.36697660467906495,0.0,0.0,90,6057,0.695652173913043,11,6,0,0,0,0,0,0,0,0,0,1,0,5903.2815305929125
39507,0,0.37132573485302905,0.0,0.0,90,5412,0.7391304347826091,11,6,0,0,0,0,0,0,0,0,0,1,0,5600.02427393101
39508,0,0.377324535092982,0.0,0.0,90,4707,0.7826086956521741,11,6,0,0,0,0,0,0,0,0,0,1,0,4045.3428394914076
39509,0,0.38122375524895,0.0,0.0,90,3505,0.826086956521739,11,6,0,0,0,0,0,0,0,0,0,1,0,3198.666489793408
39510,0,0.3873725254949021,0.0,0.0,90,3025,0.8695652173913041,11,6,0,0,1,0,0,0,0,0,0,0,0,2875.4902553755155
39511,0,0.39157168566286793,0.0,0.0,90,2836,0.91304347826087,11,6,0,0,1,0,0,0,0,0,0,0,0,2478.28969881417
39512,0,0.3875224955009,0.0,0.0,90,2467,0.956521739130435,11,6,0,0,1,0,0,0,0,0,0,0,0,2107.7628776709903
39513,0,0.38092381523695296,0.0,0.0,90,1739,1.0,11,6,0,0,1,0,0,0,0,0,0,0,0,1722.9306763439597
39514,0,0.381973605278945,0.0,0.0,90,1009,0.0,11,7,0,0,1,0,0,0,0,0,0,0,0,711.5976965451913
39515,0,0.381973605278945,0.0,0.0,90,1009,0.0,11,7,1,0,0,0,0,0,0,0,0,0,0,707.8730253641905
39516,0,0.38842231553689294,0.0,0.0,90,649,0.0434782608695652,11,7,0,0,1,0,0,0,0,0,0,0,0,626.7695320193342
39517,0,0.38842231553689294,0.0,0.0,90,649,0.0434782608695652,11,7,1,0,0,0,0,0,0,0,0,0,0,624.3119018705969
39518,0,0.408218356328735,0.0,0.0,90,541,0.130434782608696,11,7,0,0,0,0,0,0,0,0,0,1,0,482.47830778926516
39519,0,0.414067186562688,0.0,0.0,90,555,0.17391304347826098,11,7,0,0,0,0,0,0,0,0,0,1,0,392.2319352098519
39520,0,0.426964607078585,0.0,0.0,90,1057,0.21739130434782603,11,7,0,0,0,0,0,0,0,0,0,1,0,632.8787851841561
39521,0,0.42726454709058204,0.0,0.0,90,1584,0.260869565217391,11,7,0,0,0,0,0,0,0,0,0,1,0,1406.5595173964387
39522,0,0.431313737252549,0.0,0.0,90,2323,0.304347826086957,11,7,0,0,0,0,0,0,0,0,0,1,0,2481.187228499369
39523,0,0.435962807438512,0.0,0.0,90,3446,0.34782608695652195,11,7,0,0,0,0,0,0,0,0,0,1,0,2887.258096157097
39524,0,0.439262147570486,0.0,0.0,90,4305,0.39130434782608703,11,7,0,0,0,0,0,0,0,0,0,1,0,3329.5060937977028
39525,0,0.459058188362328,0.0,0.0,40,4690,0.43478260869565205,11,7,0,0,0,0,0,0,0,0,0,1,0,3832.255328926632
39526,0,0.473155368926215,0.0,0.0,20,4714,0.4782608695652171,11,7,0,0,0,0,0,0,0,0,0,1,0,4451.3043152261835
39527,0,0.500899820035993,0.0,0.0,1,4882,0.5217391304347829,11,7,0,0,0,0,0,0,0,0,1,0,0,4710.914482284497
39528,0,0.517096580683863,0.0,0.0,1,4770,0.565217391304348,11,7,0,0,0,0,0,0,0,0,1,0,0,4670.18464648908
39529,0,0.534193161367726,0.0,0.0,5,4858,0.608695652173913,11,7,0,0,0,0,0,0,0,0,1,0,0,4816.705114474953
39530,0,0.5383923215356929,0.0,0.0,5,4495,0.652173913043478,11,7,0,0,0,0,0,0,0,0,1,0,0,4779.948623738143
39531,0,0.536292741451709,0.0,0.0,5,4766,0.695652173913043,11,7,0,0,0,0,0,0,0,0,1,0,0,4750.783102810166
39532,0,0.5163467306538689,0.0,0.0,1,4544,0.7391304347826091,11,7,0,0,0,0,0,0,0,0,1,0,0,4681.517384130335
39533,0,0.467756448710258,0.0,0.0,20,4236,0.7826086956521741,11,7,0,0,0,0,0,0,0,0,0,1,0,3783.4588206557632
39534,0,0.43881223755248905,0.0,0.0,5,3435,0.826086956521739,11,7,0,0,0,0,0,0,0,0,1,0,0,3313.2837464097997
39535,0,0.42711457708458295,0.0,0.0,5,2694,0.8695652173913041,11,7,0,0,0,0,0,0,0,0,1,0,0,3028.1926985624723
39536,0,0.42141571685662893,0.0,0.0,5,2696,0.91304347826087,11,7,0,0,0,0,0,0,0,0,1,0,0,2765.7084779455167
39537,0,0.40776844631073794,0.0,0.0,1,2869,0.956521739130435,11,7,0,0,0,0,0,0,0,0,1,0,0,2518.944033376217
39538,0,0.40341931613677295,0.0,0.0,1,2231,1.0,11,7,0,0,0,0,0,0,0,0,1,0,0,2244.8273923865754
39539,0,0.40341931613677295,0.0,0.0,1,1259,0.0,11,1,1,0,0,0,0,0,0,0,0,0,0,1105.6655264486544
39540,0,0.40131973605278903,0.0,0.0,1,704,0.0434782608695652,11,1,1,0,0,0,0,0,0,0,0,0,0,876.8121009758605
39541,0,0.392771445710858,0.0,0.0,1,724,0.0869565217391304,11,1,0,0,0,0,0,1,0,0,0,0,0,803.5465794645319
39542,0,0.392771445710858,0.0,0.0,1,724,0.0869565217391304,11,1,1,0,0,0,0,0,0,0,0,0,0,607.6489277397998
39543,0,0.391721655668866,0.0,0.0,1,497,0.130434782608696,11,1,1,0,0,0,0,0,0,0,0,0,0,408.41228738825015
39544,0,0.386322735452909,0.0,0.0,1,504,0.17391304347826098,11,1,1,0,0,0,0,0,0,0,0,0,0,338.20683569712793
39545,0,0.38992201559688106,0.0,0.0,1,609,0.21739130434782603,11,1,1,0,0,0,0,0,0,0,0,0,0,506.8951788473292
39546,0,0.390521895620876,0.0,0.0,1,962,0.260869565217391,11,1,1,0,0,0,0,0,0,0,0,0,0,798.6221144180482
39547,0,0.39442111577684497,0.0,0.0,20,1260,0.304347826086957,11,1,0,0,0,0,0,0,0,0,0,1,0,1225.690642867823
39548,0,0.38722255548890205,0.0,0.0,75,2133,0.34782608695652195,11,1,0,0,0,0,0,1,0,0,0,0,0,1808.2090368416914
39549,0,0.412267546490702,0.0,0.0,1,2910,0.39130434782608703,11,1,0,0,0,0,0,1,0,0,0,0,0,2840.2897175302996
39550,0,0.412267546490702,0.0,0.0,1,2910,0.39130434782608703,11,1,1,0,0,0,0,0,0,0,0,0,0,2821.3922042687327
39551,0,0.436562687462508,0.0,0.0,1,3540,0.43478260869565205,11,1,0,0,0,0,0,0,0,0,1,0,0,3314.743943033479
39552,0,0.4494601079784051,0.0,0.0,90,3858,0.4782608695652171,11,1,0,0,0,0,0,0,0,0,0,1,0,3610.565206949744
39553,0,0.45170965806838603,0.0,0.0,90,4055,0.5217391304347829,11,1,0,0,0,0,0,0,0,0,0,1,0,3744.5553760146986
39554,0,0.45695860827834495,0.0,0.0,90,4114,0.565217391304348,11,1,0,0,0,0,0,0,0,0,0,1,0,3880.295977948663
39555,0,0.46130773845230894,0.0,0.0,75,4163,0.608695652173913,11,1,0,0,0,0,0,0,0,0,0,1,0,3998.9756827642163
39556,0,0.467756448710258,0.0,0.0,40,4490,0.652173913043478,11,1,0,0,0,0,0,0,0,0,0,1,0,4167.938764432694
39557,0,0.475254949010198,0.0,0.0,40,4746,0.695652173913043,11,1,0,0,0,0,0,0,0,0,0,1,0,3945.8868076601566
39558,0,0.464607078584283,0.0,0.0,1,4877,0.7391304347826091,11,1,0,0,0,0,0,0,0,0,1,0,0,3629.604989179645
39559,0,0.44331133773245396,0.0,0.0,0,5355,0.7826086956521741,11,1,0,0,0,0,0,0,0,0,1,0,0,3382.254629173966
39560,0,0.4184163167366529,0.0,0.0,5,3170,0.826086956521739,11,1,0,0,0,0,0,0,0,0,1,0,0,2871.463930339028
39561,0,0.410917816436713,0.0,0.0,5,2463,0.8695652173913041,11,1,0,0,0,0,0,0,0,0,1,0,0,2427.205105567727
39562,0,0.40131973605278903,0.0,0.0,5,1919,0.91304347826087,11,1,0,0,0,0,0,0,0,0,1,0,0,1957.9704678407786
39563,0,0.39037192561487705,0.0,0.0,1,1342,0.956521739130435,11,1,1,0,0,0,0,0,0,0,0,0,0,1446.0356647810897
39564,0,0.385272945410918,0.0,0.0,1,929,1.0,11,1,1,0,0,0,0,0,0,0,0,0,0,1064.8907365302437
39565,0,0.38437312537492496,0.0,0.0,1,461,0.0,11,2,1,0,0,0,0,0,0,0,0,0,0,504.5158126324119
39566,0,0.382423515296941,0.0,0.0,1,302,0.0434782608695652,11,2,1,0,0,0,0,0,0,0,0,0,0,343.0043448859962
39567,0,0.37837432513497293,0.0,0.0,1,207,0.0869565217391304,11,2,0,0,0,0,0,1,0,0,0,0,0,218.15101630858624
39568,0,0.37837432513497293,0.0,0.0,1,207,0.0869565217391304,11,2,1,0,0,0,0,0,0,0,0,0,0,224.90154662828598
39569,0,0.37642471505698905,0.0,0.0,1,338,0.130434782608696,11,2,1,0,0,0,0,0,0,0,0,0,0,272.49028685973065
39570,0,0.374325134973006,0.0,0.0,1,819,0.17391304347826098,11,2,1,0,0,0,0,0,0,0,0,0,0,728.564764584117
39571,0,0.379274145170966,0.0,0.0,1,2844,0.21739130434782603,11,2,1,0,0,0,0,0,0,0,0,0,0,2359.3176359286263
39572,0,0.38092381523695296,0.0,0.0,1,5660,0.260869565217391,11,2,1,0,0,0,0,0,0,0,0,0,0,4980.5664332666065
39573,0,0.393821235752849,0.0,0.0,75,6505,0.304347826086957,11,2,1,0,0,0,0,0,0,0,0,0,0,5485.651083846101
39574,0,0.404469106178765,0.0,0.0,75,6117,0.34782608695652195,11,2,1,0,0,0,0,0,0,0,0,0,0,4903.609717330616
39575,0,0.42021595680863894,0.0,0.0,75,5190,0.39130434782608703,11,2,1,0,0,0,0,0,0,0,0,0,0,4369.250050628135
39576,0,0.452309538092382,0.0,0.0,75,4456,0.43478260869565205,11,2,0,0,0,0,0,1,0,0,0,0,0,4125.506346608933
39577,0,0.452309538092382,0.0,0.0,75,4456,0.43478260869565205,11,2,1,0,0,0,0,0,0,0,0,0,0,4210.127279033476
39578,0,0.495200959808039,0.0,0.0,90,4595,0.4782608695652171,11,2,0,0,0,0,0,0,0,0,0,1,0,4363.4744100014
39579,0,0.514247150569886,0.0,0.0,90,4829,0.5217391304347829,11,2,0,0,0,0,0,0,0,0,0,1,0,4431.729498794318
39580,0,0.533143371325735,0.0,0.0,90,4779,0.565217391304348,11,2,0,0,0,0,0,0,0,0,0,1,0,4791.755585072931
39581,0,0.536292741451709,0.0,0.0,75,5048,0.608695652173913,11,2,0,0,0,0,0,0,0,0,0,1,0,5209.724098200115
39582,0,0.548140371925615,0.0,0.0,75,5629,0.652173913043478,11,2,0,0,0,0,0,0,0,0,0,1,0,5603.346345066972
39583,0,0.5451409718056389,0.0,0.0,75,6604,0.695652173913043,11,2,0,0,0,0,0,0,0,0,0,1,0,5983.197226746789
39584,0,0.5383923215356929,0.0,0.0,75,5936,0.7391304347826091,11,2,0,0,0,0,0,0,0,0,0,1,0,5243.335710626522
39585,0,0.522345530893822,0.0,0.0,75,4184,0.7826086956521741,11,2,0,0,0,0,0,0,0,0,0,1,0,3798.083307881769
39586,0,0.508248350329934,0.0,0.0,90,3008,0.826086956521739,11,2,1,0,0,0,0,0,0,0,0,0,0,2698.136662583987
39587,0,0.503149370125975,0.0,0.0,90,2537,0.8695652173913041,11,2,1,0,0,0,0,0,0,0,0,0,0,2395.7270028066964
39588,0,0.503299340131974,0.0,0.0,90,2048,0.91304347826087,11,2,1,0,0,0,0,0,0,0,0,0,0,1948.2410858247902
39589,0,0.503299340131974,0.0,0.0,90,2048,0.91304347826087,11,2,0,0,0,0,0,1,0,0,0,0,0,1944.4601641059119
39590,0,0.49940011997600503,0.0,0.0,90,1498,0.956521739130435,11,2,0,0,0,0,0,0,0,1,0,0,0,1427.665394785966
39591,0,0.49940011997600503,0.0,0.0,90,1498,0.956521739130435,11,2,1,0,0,0,0,0,0,0,0,0,0,1484.2719748942886
39592,0,0.49835032993401296,0.0,0.0,90,980,1.0,11,2,0,0,0,0,0,0,0,1,0,0,0,994.2527246506608
39593,0,0.49835032993401296,0.0,0.0,90,980,1.0,11,2,1,0,0,0,0,0,0,0,0,0,0,1045.1318794309402
39594,0,0.500299940011998,0.0,0.0,90,483,0.0,11,3,0,0,0,0,0,0,0,1,0,0,0,731.0254972309662
39595,0,0.500299940011998,0.0,0.0,90,483,0.0,11,3,1,0,0,0,0,0,0,0,0,0,0,718.0437741330226
39596,0,0.5041991601679661,0.0,0.0,90,321,0.0434782608695652,11,3,0,0,0,0,0,0,0,1,0,0,0,556.0364200456897
